Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:16:18,000","00:16:19,000",في الأردن ولا في مصر؟,في الأردن ولا في مصر؟,In Jordan or in Egypt?,curiosity,mild
"00:16:19,000","00:16:20,000",اثنين,اثنين,two,neutral,neutral
"00:16:20,000","00:16:20,000",أوكي,أوكي,okay,neutral,neutral
"00:16:20,000","00:16:22,000",ما تنسوش تعملوا لايك للفيديو ده,ما تنسوش تعملوا لايك للفيديو ده,You don't forget to do this video,neutral,neutral
"00:16:22,000","00:16:23,000",وفولوه بإنستيركل على فيسبوك,وفولوه بإنستيركل على فيسبوك,And Voloh in Instalkel on Facebook,neutral,neutral
"00:16:23,000","00:16:24,000",وإنستجرام,وإنستجرام,Ventjaram,neutral,neutral
"00:16:24,000","00:16:25,000",وتيك توك وتويتر,وتيك توك وتويتر,Tik Talk and Twitter,neutral,neutral
"00:16:25,000","00:16:26,000",ومسبسكرايب على يوتيوب,ومسبسكرايب على يوتيوب,And Mubasreb on YouTube,neutral,neutral
"00:16:26,000","00:16:28,000",لو عايزين تيجوا في دا بلاين ديت شو,لو عايزين تيجوا في دا بلاين ديت شو,If you want to Tigua in Da Det Det Shu,confusion,mild
"00:16:28,000","00:16:29,000",اعملوا شير للفيديو ده,اعملوا شير للفيديو ده,اعملوا شير للفيديو ده,neutral,neutral
"00:16:29,000","00:16:31,000",والتاج لثلاثة من صحابكم في الكومنتز,والتاج لثلاثة من صحابكم في الكومنتز,And the crown of three of your companions in the Community,neutral,neutral
"00:16:32,000","00:16:32,000",طيب قولك إيه؟,طيب قولك إيه؟,"Ok, what do you say?",curiosity,mild
"00:16:32,000","00:16:33,000",همم,همم,Hmmm,neutral,neutral
"00:16:33,000","00:16:34,000",بتيجي على الأردن,بتيجي على الأردن,Betji on Jordan,neutral,neutral
"00:16:34,000","00:16:36,000",هتقعديني فين في الأردن؟,هتقعديني فين في الأردن؟,Where will you sit in Jordan?,curiosity,mild
"00:16:36,000","00:16:37,000",في الأردن فيها حاجات كثير حلوة,في الأردن فيها حاجات كثير حلوة,"In Jordan, there are many sweet needs",optimism,mild
"00:16:37,000","00:16:39,000",زي إيه؟,زي إيه؟,What?,confusion,mild
"00:16:39,000","00:16:40,000",يعني فيها عنا البترة,يعني فيها عنا البترة,"I mean, in it, the buttock",confusion,mild
"00:16:40,000","00:16:41,000",فيها عنا الأحلمية,فيها عنا الأحلمية,"In it, the dream about us",curiosity,mild
"00:16:41,000","00:16:42,000",أنت تعالي والموضوع سهل,أنت تعالي والموضوع سهل,You come and the topic is easy,optimism,mild
"00:16:44,000","00:16:44,000",حلو,حلو,sweet,neutral,neutral
"00:16:44,000","00:16:45,000",تفكر في الموضوع؟,تفكر في الموضوع؟,Think about the topic?,curiosity,mild
"00:16:45,000","00:16:46,000",ما تخليك في مصر؟,ما تخليك في مصر؟,What do you leave in Egypt?,curiosity,mild
"00:16:46,000","00:16:47,000",في مصر ليه؟,في مصر ليه؟,Why?,curiosity,mild
"00:16:55,000","00:16:57,000",ترجمة نانسي قنقر,ترجمة نانسي قنقر,Translated,neutral,neutral
