Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:24:52,000","00:24:54,000",إيه يعني,إيه يعني,Eh means,confusion,mild
"00:24:54,000","00:24:56,000",فإنتي عارفاني كويس يعني,فإنتي عارفاني كويس يعني,"You know me good, I mean",disappointment,moderate
"00:24:56,000","00:24:58,000",صح ولا لا؟,صح ولا لا؟,Right or not?,curiosity,mild
"00:24:58,000","00:25:00,000",دقيقة يا مشيرة كنت فاكرتك إنسانة كبيرة,دقيقة يا مشيرة كنت فاكرتك إنسانة كبيرة,"A minute, I was thinking about you",realization,mild
"00:25:00,000","00:25:02,000",وكنت حكبر عدني معاك للآخر,وكنت حكبر عدني معاك للآخر,And I was a judgment of my enemy with you for the other,anger,moderate
"00:25:02,000","00:25:04,000",وكنت حديكي فرصة,وكنت حديكي فرصة,I was an opportunity,neutral,neutral
"00:25:04,000","00:25:06,000",إنك تثبتي إنو أنا بريئة,إنك تثبتي إنو أنا بريئة,You are proven that I am innocent,relief,moderate
"00:25:06,000","00:25:08,000",من كل الكلام الفارغة إنتي سمعتي وإنتي قلتيه,من كل الكلام الفارغة إنتي سمعتي وإنتي قلتيه,"From all the empty words, you heard it and you said it",disapproval,moderate
"00:25:08,000","00:25:10,000",بس إنتي للأسف ما أديتيني فرصة,بس إنتي للأسف ما أديتيني فرصة,"Just, unfortunately, you did not give me an opportunity",disappointment,moderate
"00:25:10,000","00:25:12,000",طلعتي إنسانة صغيرة,طلعتي إنسانة صغيرة,A small person,neutral,neutral
"00:25:12,000","00:25:14,000",وصغرتي في نظري خالص,وصغرتي في نظري خالص,My younger is pure,pride,mild
"00:25:14,000","00:25:16,000",برغم معذرينياتي,برغم معذرينياتي,Despite my excuses,remorse,mild
"00:25:16,000","00:25:18,000",وبرغم حبيليكي ولبناتيك ولآهلي,وبرغم حبيليكي ولبناتيك ولآهلي,"Despite Habiliki, Panatik and Lahli",neutral,neutral
"00:25:18,000","00:25:20,000",ولأمك بالذات,ولأمك بالذات,And for your own mother,caring,mild
"00:25:20,000","00:25:22,000",أنا لو كنت عازلة رجع لك,أنا لو كنت عازلة رجع لك,"If I were a buffer, I came back to you",remorse,moderate
"00:25:22,000","00:25:24,000",كان رجعت لك عشان خاطر أمك,كان رجعت لك عشان خاطر أمك,كان رجعت لك عشان خاطر أمك,caring,moderate
"00:25:24,000","00:25:26,000",بس إنتي ما تبتعيني,بس إنتي ما تبتعيني,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral
"00:25:26,000","00:25:28,000",أمك عندها خاطر علي عيني وراسي,أمك عندها خاطر علي عيني وراسي,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,neutral,neutral
"00:25:28,000","00:25:30,000",والدليل على كده الحاجات,والدليل على كده الحاجات,والدليل على كده الحاجات,neutral,neutral
"00:25:30,000","00:25:32,000",اللي أنا بعملها من وراها عشان خاطرة,اللي أنا بعملها من وراها عشان خاطرة,اللي أنا بعملها من وراها عشان خاطرة,caring,moderate
"00:25:32,000","00:25:34,000",مش عشانك,مش عشانك,مش عشانك,disapproval,moderate
"00:25:34,000","00:25:36,000",أنا لما ببعت لأمك حجن الأنسونين,أنا لما ببعت لأمك حجن الأنسونين,"When I sold your mother, the insanitors",disapproval,intense
"00:25:36,000","00:25:38,000",مش عشانك إنتي,مش عشانك إنتي,مش عشانك إنتي,disapproval,moderate
"00:25:38,000","00:25:40,000",عشانها هي وعشان ما عزتها,عشانها هي وعشان ما عزتها,عشانها هي وعشان ما عزتها,caring,moderate
"00:25:40,000","00:25:42,000",وعشان هي ما ظلمتني,وعشان هي ما ظلمتني,وعشان هي ما ظلمتني,gratitude,moderate
"00:25:42,000","00:25:44,000",بس إنتي ظلمتيني,بس إنتي ظلمتيني,But you wronged me,anger,intense
"00:25:44,000","00:25:46,000",عشان كده ما حسامحي,عشان كده ما حسامحي,عشان كده ما حسامحي,anger,intense
"00:25:46,000","00:25:48,000",حتقعد كده,حتقعد كده,You sit like that,neutral,neutral
"00:25:48,000","00:25:50,000",خلي ضميرك يعزمك,خلي ضميرك يعزمك,Let your conscience intend you,disapproval,moderate
"00:25:50,000","00:25:52,000",نتلاقيك أم رب العالمين,نتلاقيك أم رب العالمين,We meet you or the Lord of the worlds,fear,moderate
"00:25:52,000","00:25:54,000",لا إنتي قلبك أكبر من كده أصلا يعني,لا إنتي قلبك أكبر من كده أصلا يعني,"No, your heart is greater than that, I mean",admiration,mild
"00:25:54,000","00:25:56,000",قلبك أكبر من كده,قلبك أكبر من كده,Your heart is greater than that,admiration,mild
"00:25:56,000","00:25:58,000",ليكي مشاعر,ليكي مشاعر,Liki feelings,neutral,neutral
"00:25:58,000","00:26:00,000",هي شالت الشيطان من رأسها,هي شالت الشيطان من رأسها,She trapped the devil from her head,disapproval,moderate
"00:26:00,000","00:26:02,000",بعده الشيطان راكب فيه,بعده الشيطان راكب فيه,"After that, the devil is a passenger in it",confusion,moderate
"00:26:02,000","00:26:04,000",مش راكب دلوقت بعده ما شفتها راكب مرة,مش راكب دلوقت بعده ما شفتها راكب مرة,"I am not a passenger now, after him, I did not see her a passenger once",confusion,moderate
"00:26:04,000","00:26:06,000",هلأ عجيب لا ماشي,هلأ عجيب لا ماشي,"Wonderful, not walking",disappointment,mild
"00:26:06,000","00:26:08,000",بدنا نشيله الشيطان,بدنا نشيله الشيطان,We want Satan,curiosity,moderate
"00:26:08,000","00:26:10,000",بدنا نطرده,بدنا نطرده,We want to expel him,optimism,moderate
"00:26:10,000","00:26:12,000",ما فيش عندنا شياطين,ما فيش عندنا شياطين,We do not have demons,neutral,neutral
"00:26:12,000","00:26:14,000",بالستوديو هون يبقو,بالستوديو هون يبقو,The studio here remains,neutral,neutral
"00:26:14,000","00:26:16,000",هيدا الستوديو فيه ملائكة,هيدا الستوديو فيه ملائكة,This studio has angels,admiration,mild
"00:26:16,000","00:26:18,000",هلأ ما هي فيها,هلأ ما هي فيها,What is it in it,curiosity,moderate
"00:26:18,000","00:26:20,000",كيف فيه شيطان,كيف فيه شيطان,How do you have a demon?,confusion,moderate
"00:26:20,000","00:26:22,000",ما هو موضوع ينتهي يا مجوهر,ما هو موضوع ينتهي يا مجوهر,"What is a topic that ends, jewelry",confusion,moderate
"00:26:22,000","00:26:24,000",من خمس سنين لحظة إنه أنا جيتك,من خمس سنين لحظة إنه أنا جيتك,"From five years of moment, I am I came to you",neutral,neutral
"00:26:24,000","00:26:26,000",وعاوز أحتذر لك جدام الناس كلها,وعاوز أحتذر لك جدام الناس كلها,And I want to warn you all the people,,
"00:26:26,000","00:26:28,000",إذا مش مقدر يا جيم,إذا مش مقدر يا جيم,"If you are not destined, Jim",disappointment,mild
"00:26:28,000","00:26:30,000",طف حاجي دام عاد,طف حاجي دام عاد,Tab Dam returned,surprise,mild
"00:26:30,000","00:26:32,000",فلانك أنت أغلى من كده,فلانك أنت أغلى من كده,So you are more precious than that,admiration,moderate
"00:26:32,000","00:26:34,000",يعني أنت مفروض تغدل الحتة دي,يعني أنت مفروض تغدل الحتة دي,"I mean, you are supposed to spoil this",disapproval,moderate
"00:26:34,000","00:26:36,000",معليش ده كان زمان,معليش ده كان زمان,معليش ده كان زمان,neutral,neutral
"00:26:36,000","00:26:38,000",لما أنا جيتك طلبت منك,لما أنا جيتك طلبت منك,"When I came to you, I asked you",curiosity,mild
"00:26:38,000","00:26:40,000",إنه أشرح ليكي الحصل عشان أبرر ليكي,إنه أشرح ليكي الحصل عشان أبرر ليكي,إنه أشرح ليكي الحصل عشان أبرر ليكي,neutral,neutral
"00:26:40,000","00:26:42,000",مش شان أنا ظالماكي عشان أبرر ليكي,مش شان أنا ظالماكي عشان أبرر ليكي,مش شان أنا ظالماكي عشان أبرر ليكي,,
"00:26:42,000","00:26:44,000",أنت رفضتي صح,أنت رفضتي صح,"You rejected me, right",disappointment,moderate
"00:26:44,000","00:26:46,000",أنت لو في محلية كنت حتوافق,أنت لو في محلية كنت حتوافق,"If you were in a locality, you would be in agreement",neutral,neutral
"00:26:46,000","00:26:48,000",إنه أنا أصافق بالطريقة دي,إنه أنا أصافق بالطريقة دي,I am in the way this way,neutral,neutral
"00:26:48,000","00:26:50,000",كنت حترضى أفاجئك كده,كنت حترضى أفاجئك كده,You would be satisfied with that,optimism,mild
"00:26:50,000","00:26:52,000",عشمانة فيك,عشمانة فيك,Ashana in you,confusion,mild
"00:26:52,000","00:26:54,000",عشان كده أنا فاجأتك,عشان كده أنا فاجأتك,عشان كده أنا فاجأتك,surprise,moderate
"00:26:54,000","00:26:56,000",عشمانة فيك,عشمانة فيك,Ashana in you,confusion,mild
"00:26:56,000","00:26:58,000",عشمانة فيك,عشمانة فيك,Ashana in you,confusion,mild
"00:26:58,000","00:27:00,000",في شنو في إنه صالحك,في شنو في إنه صالحك,What is your goodness,curiosity,mild
"00:27:00,000","00:27:02,000",أجذب عليك أقولك سامحتك,أجذب عليك أقولك سامحتك,"I am attracted to you, I forgive you",,
"00:27:02,000","00:27:04,000",عشان خاطر الأستاذ جورديو,عشان خاطر الأستاذ جورديو,عشان خاطر الأستاذ جورديو,neutral,neutral
"00:27:04,000","00:27:06,000",عشان خاطر الجامعة,عشان خاطر الجامعة,عشان خاطر الجامعة,neutral,neutral
"00:27:06,000","00:27:08,000",لا لا مش عشان خاطر,لا لا مش عشان خاطر,لا لا مش عشان خاطر,annoyance,mild
"00:27:08,000","00:27:10,000",لا أنا عاوزة الصرح من جوه قلبك,لا أنا عاوزة الصرح من جوه قلبك,"No, I want the edifice from the faces of your heart",desire,moderate
"00:27:10,000","00:27:12,000",يعني مش باللسان,يعني مش باللسان,"I mean, not in the tongue",neutral,neutral
"00:27:12,000","00:27:14,000",وأنا عارفة قلبك,وأنا عارفة قلبك,And I know your heart,neutral,neutral
"00:27:14,000","00:27:16,000",هلأ عم تحكي مظبوط,هلأ عم تحكي مظبوط,Do you tell you?,curiosity,mild
"00:27:16,000","00:27:18,000",بالأول ما كانت عم تحكي وساكتي,بالأول ما كانت عم تحكي وساكتي,The first thing was to tell and silence,realization,mild
"00:27:18,000","00:27:20,000",هلأ عم تحكي,هلأ عم تحكي,Do you tell,curiosity,mild
"00:27:20,000","00:27:22,000",يلا منشيرة,يلا منشيرة,Yalla Minhaira,neutral,neutral
"00:27:22,000","00:27:24,000",كويس تكلمي,كويس تكلمي,Good talk,approval,mild
"00:27:24,000","00:27:26,000",تكلمي تكلمي,تكلمي تكلمي,Speak to talk,neutral,neutral
"00:27:26,000","00:27:28,000",هيتلع الشيطان من رأسها,هيتلع الشيطان من رأسها,Satan will get off from her head,disapproval,moderate
"00:27:28,000","00:27:30,000",هيتلع الشيطان من رأسها,هيتلع الشيطان من رأسها,Satan will get off from her head,disapproval,moderate
"00:27:30,000","00:27:32,000",تكلمي,تكلمي,You say,neutral,neutral
"00:27:32,000","00:27:34,000",ومن حقك أنك أنت تعملي أكتر من كده,ومن حقك أنك أنت تعملي أكتر من كده,It is your right that you are doing more than that,approval,moderate
"00:27:34,000","00:27:36,000",لو أنا كنت في محلك برضو هعمل أكتر من كده,لو أنا كنت في محلك برضو هعمل أكتر من كده,"If I were in your shop, I would do more than that",disapproval,mild
"00:27:36,000","00:27:38,000",لكن نبص لما إنه,لكن نبص لما إنه,But we've sequence when it is,confusion,mild
"00:27:38,000","00:27:40,000",زول يجيك ندمان,زول يجيك ندمان,Zul will come to you,neutral,neutral
"00:27:40,000","00:27:42,000",وطالب منك أنك أنت السامحين,وطالب منك أنك أنت السامحين,And he asked you that you are forgiven,neutral,neutral
"00:27:42,000","00:27:44,000",وطالب منك أنك أنت السامحين,وطالب منك أنك أنت السامحين,And he asked you that you are forgiven,neutral,neutral
"00:27:44,000","00:27:46,000",شوفي دياجر أجده شنو يعني,شوفي دياجر أجده شنو يعني,Shoufi Digger I find what I mean,confusion,mild
"00:27:54,000","00:27:56,000",ليه عم تبكي مش عارف,ليه عم تبكي مش عارف,ليه عم تبكي مش عارف,confusion,mild
"00:28:04,000","00:28:06,000",يا أم خالد,يا أم خالد,O Umm Khaled,neutral,neutral
"00:28:06,000","00:28:08,000",ليه عم تبكي,ليه عم تبكي,Why do you cry,curiosity,mild
"00:28:14,000","00:28:16,000",كل واحد مننا فيه شيطان برأسه,كل واحد مننا فيه شيطان برأسه,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:28:16,000","00:28:18,000",بس هو بيطلع الشيطان,بس هو بيطلع الشيطان,But he is the devil,disapproval,intense
"00:28:18,000","00:28:20,000",لما بده,لما بده,When it started,curiosity,mild
"00:28:24,000","00:28:26,000",مش عارف بيطلع,مش عارف بيطلع,مش عارف بيطلع,confusion,mild
"00:28:26,000","00:28:28,000",بيطلع,بيطلع,Outbreak,fear,moderate
"00:28:28,000","00:28:30,000",تطلع معها دموع عودي,تطلع معها دموع عودي,"She looked with her tears, Audi",sadness,moderate
"00:28:36,000","00:28:38,000",مش عارفة صالح,مش عارفة صالح,مش عارفة صالح,confusion,mild
"00:28:38,000","00:28:40,000",أنا كل ما بفتكر قلبي بجعني,أنا كل ما بفتكر قلبي بجعني,I am all thinking about my heart,neutral,neutral
"00:28:40,000","00:28:42,000",إيه بس بدك تظليك تفتكري كل العمر,إيه بس بدك تظليك تفتكري كل العمر,"Eh, but you want you to think of all the age",curiosity,mild
"00:28:42,000","00:28:44,000",يعني هيدا صار حقد,يعني هيدا صار حقد,"I mean, this is a hatred",anger,moderate
"00:28:44,000","00:28:46,000",هيدا صار حقد,هيدا صار حقد,Haida has become a hatred,anger,moderate
"00:28:46,000","00:28:48,000",هيدا صار حقد,هيدا صار حقد,Haida has become a hatred,anger,moderate
"00:28:48,000","00:28:50,000",لما واحد بيظل حاطة الشي برأسك,لما واحد بيظل حاطة الشي برأسك,When one remains a surrounding thing with your head,confusion,mild
"00:28:50,000","00:28:52,000",بعد 5 سنين,بعد 5 سنين,After 5 years,neutral,neutral
"00:28:52,000","00:28:54,000",إلى كل العمر هيك,إلى كل العمر هيك,"To all age, heck",neutral,neutral
"00:28:54,000","00:28:56,000",على كل حال,على كل حال,In any case,neutral,neutral
"00:28:56,000","00:28:58,000",أنا بتصور إني عملت اللي علي,أنا بتصور إني عملت اللي علي,I imagine that I did what I have,realization,mild
"00:28:58,000","00:29:00,000",هيدا فرصة لإلك,هيدا فرصة لإلك,This is an opportunity for you,optimism,mild
"00:29:00,000","00:29:02,000",وفرصة لإله,وفرصة لإله,Alam laiyahn sara.,neutral,neutral
"00:29:02,000","00:29:04,000",إنو ترجعوا ترجعوا العلاقة,إنو ترجعوا ترجعوا العلاقة,"You come back, return the relationship",neutral,neutral
"00:29:04,000","00:29:06,000",بما إنو جيتوا على هالستوديو,بما إنو جيتوا على هالستوديو,Since I Jetua is on the studio,neutral,neutral
"00:29:06,000","00:29:08,000",مبادرة منها هي أمام الملايين,مبادرة منها هي أمام الملايين,An initiative of it is in front of millions,pride,mild
"00:29:08,000","00:29:10,000",واعتذرت وطلبت منيك السماح,واعتذرت وطلبت منيك السماح,I apologized and asked you to allow,remorse,mild
"00:29:10,000","00:29:12,000",هلا صارت الكرة عندك,هلا صارت الكرة عندك,Would you become the ball with you?,curiosity,mild
"00:29:12,000","00:29:14,000",بتحبي تسامحيها,بتحبي تسامحيها,You like to listen to her,desire,mild
"00:29:14,000","00:29:16,000",بتسامحيها ومنفتحها السيطار,بتسامحيها ومنفتحها السيطار,To allow it and open it to the rain,optimism,mild
"00:29:16,000","00:29:18,000",بتسلموا على بعض,بتسلموا على بعض,Receive some,neutral,neutral
"00:29:18,000","00:29:20,000",يعني هي موجودة هنا كمان,يعني هي موجودة هنا كمان,"I mean, she is here too",neutral,neutral
"00:29:20,000","00:29:22,000",أكيد أكيد,أكيد أكيد,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:29:22,000","00:29:24,000",هي مش خايفة ممكن أعمل كده ولا كده أضرب,هي مش خايفة ممكن أعمل كده ولا كده أضرب,هي مش خايفة ممكن أعمل كده ولا كده أضرب,fear,mild
"00:29:24,000","00:29:26,000",مش خايفة من كده,مش خايفة من كده,مش خايفة من كده,fear,mild
"00:29:26,000","00:29:28,000",مش خايفة يعني راضي,مش خايفة يعني راضي,"I am not afraid, I mean, satisfied",neutral,neutral
"00:29:28,000","00:29:30,000",إذا عملت هي راح تكون مبسوطة كمان,إذا عملت هي راح تكون مبسوطة كمان,"If you work, it will be simplified too",optimism,mild
"00:29:30,000","00:29:32,000",راح تفرح,راح تفرح,You will rejoice,joy,mild
"00:29:32,000","00:29:34,000",قال ما قالت تعاملي اللي بدك ياه,قال ما قالت تعاملي اللي بدك ياه,"He said what she said, what do you want?",curiosity,mild
"00:29:34,000","00:29:36,000",بس معقولي تمدي إيدك عليها,بس معقولي تمدي إيدك عليها,But you are reasonable to extend your hand on it,disapproval,moderate
"00:29:38,000","00:29:40,000",حسب الغضب اللي جواعي,حسب الغضب اللي جواعي,حسب الغضب اللي جواعي,anger,moderate
"00:29:42,000","00:29:44,000",حسب الزعل اللي في قلبي,حسب الزعل اللي في قلبي,According to the upset that is in my heart,sadness,mild
"00:29:44,000","00:29:46,000",يعني طيب,يعني طيب,"I mean, okay",neutral,neutral
"00:29:46,000","00:29:48,000",أنت حرة بس إنو إذا,أنت حرة بس إنو إذا,"You are free, but if",neutral,neutral
"00:29:48,000","00:29:50,000",طلحة معها بتكلف كده وكده,طلحة معها بتكلف كده وكده,طلحة معها بتكلف كده وكده,neutral,neutral
"00:29:50,000","00:29:52,000",ما ببصش ولا حتى ما بجيش جنب الشارع,ما ببصش ولا حتى ما بجيش جنب الشارع,"There is no way, not even the army of the street",disapproval,moderate
"00:29:52,000","00:29:54,000",اللي هي فيه أو اللي حتى,اللي هي فيه أو اللي حتى,اللي هي فيه أو اللي حتى,confusion,mild
"00:29:54,000","00:29:56,000",ممكن أنا أتوقع إنها هتكون موجودة فيه,ممكن أنا أتوقع إنها هتكون موجودة فيه,Can I expect that she will be present in it,curiosity,mild
"00:29:56,000","00:29:58,000",أنا باخد منها,أنا باخد منها,I take it from it,neutral,neutral
"00:29:58,000","00:30:00,000",بس بس إلى متى,بس بس إلى متى,But for how long,curiosity,mild
"00:30:00,000","00:30:04,000",شو قصيرة الحياة يا شيخة,شو قصيرة الحياة يا شيخة,"Show short life, Sheikha",neutral,neutral
"00:30:04,000","00:30:06,000",بس أنا معرفش أحط حاجة على قلبي,بس أنا معرفش أحط حاجة على قلبي,But I do not know I need my heart,confusion,moderate
"00:30:06,000","00:30:08,000",معرفش أزعل من حد,معرفش أزعل من حد,I know I am upset with a limit,annoyance,moderate
"00:30:08,000","00:30:10,000",لو زغلتي ممكن 24 ساعة وتلاقيني,لو زغلتي ممكن 24 ساعة وتلاقيني,"If you got out, it is possible for 24 hours and meet me",desire,moderate
"00:30:10,000","00:30:12,000",حتى لو هو اللي غلطان أنا أجي,حتى لو هو اللي غلطان أنا أجي,"Even if he is the one who is wrong, I am",confusion,mild
"00:30:12,000","00:30:14,000",5 سنين إليك,5 سنين إليك,5 years to you,neutral,neutral
"00:30:14,000","00:30:16,000",بس اسمعني الموضوع كبير,بس اسمعني الموضوع كبير,بس اسمعني الموضوع كبير,fear,moderate
"00:30:16,000","00:30:18,000",الموضوع كبير,الموضوع كبير,The topic is big,neutral,neutral
"00:30:18,000","00:30:20,000",يعني أكبر من أنه أنا أسامي,يعني أكبر من أنه أنا أسامي,It means more than that I am my names,confusion,moderate
"00:30:20,000","00:30:22,000",لما أنا سبت الموضوع,لما أنا سبت الموضوع,When I sat the topic,neutral,neutral
"00:30:22,000","00:30:24,000",بعيدتي منها,بعيدتي منها,My away from it,neutral,neutral
"00:30:24,000","00:30:26,000",نسيت,نسيت,I forgot,neutral,neutral
"00:30:26,000","00:30:28,000",ما أجيبش عليك نسيتها ونسيت حتى هي قالت إيه,ما أجيبش عليك نسيتها ونسيت حتى هي قالت إيه,"I wouldn't have forgotten it and forgot until she said, Eh",realization,mild
"00:30:28,000","00:30:30,000",بس لما أسمع إسمي,بس لما أسمع إسمي,But when I hear my name,curiosity,mild
"00:30:30,000","00:30:32,000",حتى لو لقيت واحدة على أي شارع,حتى لو لقيت واحدة على أي شارع,Even if you find one on any street,neutral,neutral
"00:30:32,000","00:30:34,000",وعايزة أتعرف عليها وقالت لي إسمي مشيرة,وعايزة أتعرف عليها وقالت لي إسمي مشيرة,"And I want to get to know her and she said to me, my name is not",curiosity,moderate
"00:30:34,000","00:30:36,000",بروح بعد عنها على طول,بروح بعد عنها على طول,A spirit after it along,neutral,neutral
"00:30:36,000","00:30:38,000",حتى الإسم مش عايز أسمع,حتى الإسم مش عايز أسمع,Even the name I do not want to hear,disgust,moderate
"00:30:38,000","00:30:40,000",آه والله بقى الإسم يغشرني كده ويتغيبني,آه والله بقى الإسم يغشرني كده ويتغيبني,"Oh, by God, the name remains for me and absent me",sadness,moderate
"00:30:40,000","00:30:42,000",واضح أنك منت زكية,واضح أنك منت زكية,It is clear that you are a pleasant,approval,mild
"00:30:42,000","00:30:44,000",بس بدي أخليك شي,بس بدي أخليك شي,But I want you to do something,desire,moderate
"00:30:44,000","00:30:46,000",أنه,أنه,that it,neutral,neutral
"00:30:46,000","00:30:48,000",5 سنين,5 سنين,5 years,neutral,neutral
"00:30:48,000","00:30:50,000",بعدين هالمسألة الكبيرة,بعدين هالمسألة الكبيرة,Then this is the big issue,neutral,neutral
"00:30:50,000","00:30:52,000",أنا شفتها زغرة كتير,أنا شفتها زغرة كتير,I saw her a lot,neutral,neutral
"00:30:52,000","00:30:54,000",لما أجت صديقتك أمام الملايين,لما أجت صديقتك أمام الملايين,When you came to your girlfriend in front of the millions,embarrassment,moderate
"00:30:54,000","00:30:56,000",اعتذرت منك,اعتذرت منك,I apologize to you,remorse,moderate
"00:30:56,000","00:30:58,000",معالجة كبيرة,معالجة كبيرة,Significant treatment,neutral,neutral
"00:30:58,000","00:31:00,000",اسألك الجمهور لو حد في محلي,اسألك الجمهور لو حد في محلي,I ask the audience if someone in my local,curiosity,mild
"00:31:00,000","00:31:02,000",لو حد في مطرحي,لو حد في مطرحي,If someone is in Matarouh,neutral,neutral
"00:31:02,000","00:31:04,000",والظلم حيسامح,والظلم حيسامح,And injustice is to forgive,confusion,moderate
"00:31:04,000","00:31:06,000",إذا بدك الحياة,إذا بدك الحياة,If you want life,desire,mild
"00:31:06,000","00:31:08,000",جمهور مع مشيرة مش معاك,جمهور مع مشيرة مش معاك,"An audience with a note, not with you",disapproval,moderate
"00:31:08,000","00:31:10,000",إذا بتستفتي الجمهور,إذا بتستفتي الجمهور,If you see the audience,neutral,neutral
"00:31:10,000","00:31:12,000",ليه؟ لأنه خلص,ليه؟ لأنه خلص,for him? Because he was saved,relief,mild
"00:31:12,000","00:31:14,000",عشان قالت أنا أسود دام الناس,عشان قالت أنا أسود دام الناس,"Because she said, I am black as long as people",sadness,moderate
"00:31:14,000","00:31:16,000",خلاص ليه تبقى,خلاص ليه تبقى,Why do you stay,curiosity,mild
"00:31:16,000","00:31:18,000",لأنه بعد 5 سنين إجت أعتذرت,لأنه بعد 5 سنين إجت أعتذرت,"Because after 5 years, I apologized",remorse,moderate
"00:31:18,000","00:31:20,000",وبيضت لك صفحتك,وبيضت لك صفحتك,And your page eggs for you,neutral,neutral
"00:31:20,000","00:31:22,000",إجت أعطتك البراءة,إجت أعطتك البراءة,I gave you innocence,approval,mild
"00:31:22,000","00:31:24,000",أعطتك سك البراءة,أعطتك سك البراءة,I gave you the innocence,approval,mild
"00:31:24,000","00:31:26,000",طيب يا عمي,طيب يا عمي,"Ok, uncle",neutral,neutral
"00:31:26,000","00:31:28,000",الدجاج لعبولها بعقلتها وشكت المرأة,الدجاج لعبولها بعقلتها وشكت المرأة,The chicken is her mind with her mind and she was complained,confusion,mild
"00:31:28,000","00:31:30,000",في كتير نسوان بيشكوا برجالهم,في كتير نسوان بيشكوا برجالهم,في كتير نسوان بيشكوا برجالهم,annoyance,moderate
"00:31:30,000","00:31:32,000",بس بيضل حقدين,بس بيضل حقدين,But it is lost,disappointment,moderate
"00:31:32,000","00:31:34,000",5 سنوات,5 سنوات,5 years,neutral,neutral
"00:31:34,000","00:31:36,000",أنا ليه ما شكت فيها؟,أنا ليه ما شكت فيها؟,Why did you complain about it?,curiosity,mild
"00:31:36,000","00:31:38,000",يا ستة خلاص أوكي,يا ستة خلاص أوكي,O six salvation Okay,neutral,neutral
"00:31:38,000","00:31:40,000",شو بدي أقول لك أنا بدي أنعك,شو بدي أقول لك أنا بدي أنعك,"What do I want to tell you, I want you",desire,moderate
"00:31:40,000","00:31:42,000",تعبت تعبتيني نشف ريقي,تعبت تعبتيني نشف ريقي,"Tired of my tiredness, my elegant dryness",sadness,moderate
"00:31:42,000","00:31:44,000",شو بدي أتكلم؟,شو بدي أتكلم؟,What do I speak?,confusion,mild
"00:31:44,000","00:31:46,000",لا شو تعبتك جبتك لريحك,لا شو تعبتك جبتك لريحك,"No, you are tired of your body for your goodness",caring,mild
"00:31:46,000","00:31:48,000",جبتك لريحك,جبتك لريحك,I brought you to your intensity,admiration,moderate
"00:31:48,000","00:31:50,000",أنت فاجأتني,أنت فاجأتني,You surprised me,surprise,moderate
"00:31:50,000","00:31:52,000",بجد ما تضحكش أنت فاجأتني,بجد ما تضحكش أنت فاجأتني,"Seriously, you did not laugh, you surprised me",surprise,moderate
"00:31:52,000","00:31:54,000",يعني لو سامحت لو ما سامحت,يعني لو سامحت لو ما سامحت,"I mean, if I forgive if I wouldn't have forgotten",remorse,mild
"00:31:54,000","00:31:56,000",أنت مش هتزعل مني ومش هت,أنت مش هتزعل مني ومش هت,أنت مش هتزعل مني ومش هت,neutral,neutral
"00:31:56,000","00:31:58,000",لا مش هزعل منك,لا مش هزعل منك,"No, you will not be made from you",disapproval,mild
"00:31:58,000","00:32:00,000",أنا اللي هزعل منك,أنا اللي هزعل منك,I am the one who will make you,pride,moderate
"00:32:00,000","00:32:02,000",ليه؟ لأنك جيتي؟,ليه؟ لأنك جيتي؟,for him? Because you came?,curiosity,mild
"00:32:02,000","00:32:04,000",لأنك جيتي على الستوديو يعني؟,لأنك جيتي على الستوديو يعني؟,Because you came to the studio means?,curiosity,mild
"00:32:04,000","00:32:06,000",أيوة لأن الدعوة ما كانت كده خالص,أيوة لأن الدعوة ما كانت كده خالص,"Oh, because the invitation was not sincere",disappointment,moderate
"00:32:06,000","00:32:08,000",كانت غير,كانت غير,It was not,disappointment,mild
"00:32:08,000","00:32:10,000",على كل حال نحنا بتشكرك أنك جيتي,على كل حال نحنا بتشكرك أنك جيتي,"In any case, we thank you",gratitude,mild
"00:32:10,000","00:32:12,000",أنا بتشكرك شخصيا,أنا بتشكرك شخصيا,I thank you personally,gratitude,moderate
"00:32:12,000","00:32:14,000",أنك قبلتي الدعوة,أنك قبلتي الدعوة,You accepted the invitation,gratitude,mild
"00:32:14,000","00:32:16,000",وأنا مقدر هالشي,وأنا مقدر هالشي,I am appreciated,gratitude,mild
"00:32:16,000","00:32:18,000",وهيدا طبيعة البرنامج أنا ما إلي زب الموضوع,وهيدا طبيعة البرنامج أنا ما إلي زب الموضوع,"And this is the nature of the program, I am not the subject of the topic",neutral,neutral
"00:32:18,000","00:32:20,000",هيدي طبيعة البرنامج,هيدي طبيعة البرنامج,Heidi is the nature of the program,neutral,neutral
"00:32:20,000","00:32:22,000",نحاول أن نصالح بين الناس,نحاول أن نصالح بين الناس,We try to reconcile between people,caring,moderate
"00:32:22,000","00:32:24,000",هلا,هلا,Do,neutral,neutral
